DateId,plotId,bgnum,characterList,speaker,emoji,content,content_en
1,18,1,-2,-2,0,{您总是这样，把功劳归功于大家。},"You always do this, giving all the credit to everyone else."
1,19,1,-1_-2,-1,0,{我…我只是做了该做的事。},I... I just did what I had to do.
1,20,1,-2,-2,0,{所以，今天请务必好好休息一下，城主大人。},"So please, make sure to get some good rest today, Lord."
2,1,1,-1,-1,0,{又在走神？市政厅的安全可是相当重要的。},Daydreaming again? The security of the City Hall is extremely important.
2,2,1,-1_-2,-1,0,{如果这里突然遇到袭击，你会优先保护文件，还是保护我这个城主。},"If this place were suddenly attacked, would you prioritize protecting the documents, or protecting me, your Lord?"
2,3,1,-1_-2,-2,0,{笨蛋城主，怎么可能有敌人直接出现在市政厅啊！},"Silly Lord, how could an enemy just appear directly inside the City Hall!"
2,4,1,-1_-2,-1,0,{只是假设，概率为零不代表不会发生。},It's just a hypothesis. Probability being zero doesn't mean it can't happen.
2,5,1,-1_-2,-2,0,{如果真的有敌人出现在市政厅的话，那恐怕整个城市都沦陷了。},"If an enemy really did appear in the City Hall, then I'm afraid the entire city would have fallen."
2,6,1,-1_-2,-2,0,{我会努力的，保护这座城市的居民。},I will do my best to protect the residents of this city.
2,7,1,-1_-2,-1,0,{你选了第三个选项呢。},You chose the third option.
2,8,1,-1_-2,-1,0,{不过这个选项我相当满意，作为城主，我也会时刻把居民的安全放在第一位的。},"But I'm quite satisfied with that option. As Lord, I will always put the residents' safety first."
2,9,1,-1_-2,-2,0,{嗯哼，那刚刚那个问题，好像表述的是，是更在乎文件还是更在乎城主？},"Hmm, that question just now seemed to ask: do you care more about the documents or more about the Lord?"
2,10,1,-1_-2,-1,0,{一点小小的私心而已，答案其实并不重要。},Just a little selfishness. The answer actually doesn't matter.
2,11,1,-1_-2,-2,0,{城主大人其实想要听，如果敌人出现在市政厅，我会保护城主大人。},"What you really wanted to hear was that if an enemy appears in the City Hall, I would protect you, Lord."
2,12,1,-1_-2,-2,0,{城主又不是手无缚鸡之力的史莱姆。},The Lord is not some weak and powerless slime.
2,13,1,-1_-2,-2,0,{但有时候城主或许也需要被保护。},But sometimes even a Lord might need protection.
2,14,1,-1_-2,-1,0,{我很强的，不然怎么能够成为城主呢？},"I'm very strong. Otherwise, how could I become Lord?"
2,15,1,-1_-2,-2,0,{强和需要保护并不冲突，你总是把责任抗在自己肩上。},Being strong and needing protection aren't mutually exclusive. You always carry the responsibility on your own shoulders.
2,16,1,-1_-2,-1,0,{职责所在，不敢怠慢。},It's my duty. I dare not be negligent.
2,17,1,-1_-2,-2,0,{所以，偶尔依赖一下我们吧，大家都很关心你。},"So, rely on us sometimes. Everyone cares about you."
2,18,1,-1_-2,-1,0,{谢谢。},Thank you.
2,19,1,-1_-2,-2,0,{不过，如果真的遇到危险，我还是会挡在您前面的。},"But if danger really comes, I will still stand in front of you."
2,20,1,-1_-2,-2,0,{其实，我想说的是，我会保护好大家对的。},"Actually, what I wanted to say is, I will protect everyone."
3,1,1,-1_-2,-1,0,{虽然来市政办公室约会非常的突兀，但你知道我是个工作狂。},"Although it's very abrupt to have a date in the Municipal Office, you know I'm a workaholic."
3,2,1,-1_-2,-2,0,{城主大人不必如此，能够看到城主大人这么努力，我也感到很欣慰。},"Lord, you don't have to be like that. Seeing you work so hard also makes me feel very gratified."
3,3,1,-1_-2,-1,0,{欣慰，那是母亲看到孩子长大的感觉吗？},Gratified? Is that the feeling a mother gets when she sees her child grow up?
3,4,1,-1_-2,-2,0,{哈哈，城主大人好奇怪的形容，准确的来说是高兴。},"Haha, Lord, that's a strange description. To be precise, it's happiness."
3,5,1,-1_-2,-2,0,{很高兴这个城市能够有城主大人这样的奉献者。},"I'm very happy that this city has a dedicated person like you, Lord."
3,6,1,-1_-2,-1,0,{对了，今天有个提案挺有意思的，是关于让居民24H工作的。},"By the way, there's a rather interesting proposal today about making residents work 24 hours a day."
3,7,1,-1_-2,-2,0,{全天工作，这又是哪个剥削者的建议，居民是需要休息的。},Working all day? Which exploiter's suggestion is this? Residents need rest.
3,8,1,-1_-2,-1,0,{我也不清楚是谁提交上来的，但是这个相当重要。},"I don't know who submitted it, but this is quite important."
3,9,1,-1_-2,-1,0,{我想问问你的意见。},I'd like to ask for your opinion.
3,10,1,-1_-2,-2,0,{我的意见就是，找出那个提出意见的人，让他先试试24H工作的感觉。},My opinion is: find the person who made that suggestion and let him try working 24 hours a day first.
3,11,1,-1_-2,-2,0,{不行，我现在就去找出那个人。},"No, I'm going to find that person right now."
3,12,1,-1_-2,-1,0,{别急。或许他的初衷只是为了城市更加繁荣呢？},Don't rush. Maybe his original intention was just to make the city more prosperous?
3,13,1,-1_-2,-2,0,{那也要吧居民当作是人，而不是机器。},"Still, you have to treat residents as people, not machines."
3,14,1,-1_-2,-1,0,{这件事我会妥善处理的，不用担心。},I will handle this matter properly. Don't worry.
3,15,1,-1_-2,-2,0,{您说得对，是我太心急了。},You're right. I was too impatient.
3,16,1,-1_-2,-2,0,{您总是能冷静地看待问题呢。},You always look at problems so calmly.
3,17,1,-1_-2,-1,0,{毕竟身为城主，不能只凭感情用事。},"After all, as Lord, I can't act solely on emotion."
3,18,1,-1_-2,-2,0,{不过您这样为居民着想，我很开心。},But I'm happy that you care so much about the residents.
3,19,1,-1_-2,-2,0,{那…要一起去喝杯茶吗？我带了您喜欢的果茶。},So... would you like to go have some tea together? I brought your favorite fruit tea.
3,20,1,-1_-2,-1,0,{好，正好我也需要喘口气。},"Okay, I could use a breather as well."
4,1,2,-1_-2,-2,0,{城市的街道打扫的很整洁呢，我们一起去走走吧。},The city streets are very clean. Let's take a walk together.
4,2,2,-1_-2,-2,0,{城主大人，我们很久没有这么悠闲过了。},"Lord, it's been a long time since we've been this relaxed."
4,3,2,-1_-2,-1,0,{所有的事情告一段落，难得祥和。},Everything has come to a close for now. A rare peace.
4,4,2,-1_-2,-1,0,{不知道这样的祥和会持续多久，所以需要无比珍惜。},"I don't know how long this peace will last, so we need to cherish it immensely."
4,5,2,-1_-2,-2,0,{城主大人似乎说了很高深莫测的话呢。},"That sounded rather profound, Lord."
4,6,2,-1_-2,-1,0,{有时候真的怀念多年前无忧无虑的时光。},Sometimes I really miss the carefree days of many years ago.
4,7,2,-1_-2,-1,0,{到了最后总是经历的越多越是愁眉不展。},"In the end, the more experiences you have, the more worried you become."
4,8,2,-1_-2,-2,0,{城主大人总是这样，自己背上重重的担子。},"Lord, you're always like this, carrying such a heavy burden on your own."
4,9,2,-1_-2,-2,0,{如果可以的话，我希望替城主大人分担一些重量。},"If possible, I wish I could help share some of that weight, Lord."
4,10,2,-1_-2,-1,0,{你也有自己要完成的使命呢，这点小事，作为城主的我还扛得住。},"You have your own mission to accomplish. This little thing, as Lord, I can still bear it."
4,11,2,-1_-2,-2,0,{即便如此。也希望此时此刻能够让城主大人轻松些许。},"Even so, I hope that at this moment I can lighten your burden just a little."
4,12,2,-1_-2,-2,0,{如果能一直这样散步就好了。},If only we could always walk together like this.
4,13,2,-1_-2,-1,0,{会的，只要我们继续努力守护这份和平。},"We will, as long as we keep working hard to protect this peace."
4,14,2,-1_-2,-2,0,{您看，那边的花，是居民们自发打理的。},"Look, those flowers over there, the residents take care of them voluntarily."
4,15,2,-1_-2,-1,0,{真美……这是大家共同珍惜的证明。},So beautiful... This is proof that everyone cherishes this place together.
4,16,2,-1_-2,-2,0,{所以，请不要独自承担所有。},"So, please don't bear everything alone."
4,17,2,-1_-2,-2,0,{至少，在感到疲惫时，记得我就在这里。},"At the very least, when you feel tired, remember that I am right here."
4,18,2,-1_-2,-1,0,{嗯，我答应你。},"Hmm, I promise you."
4,19,2,-1_-2,-2,0,{那说定了，这是约定。},Then it's settled. That's a promise.
4,20,2,-1_-2,-1,0,{好，约定好了。},"Okay, it's a promise."
5,1,2,0,0,0,{魔法气球炸开的时候，持有之人的心愿便会显现},"When the magical balloon bursts, the wish of the person holding it will appear."
5,2,2,0,0,0,{然而这次出了个意外。},But this time something unexpected happened.
5,3,2,-2,-2,0,{原来我们威风凛凛的城主大人，约会时最惦记的，居然是自己的新鞋子啊！},"So our majestic Lord, during a date, was most concerned about his own new boots."
5,4,2,-1_-2,-1,0,{你别笑了，这魔法气球肯定是出了什么故障。},Stop laughing. This magical balloon must have malfunctioned.
5,5,2,-1_-2,-2,0,{哦？那城主大人原本是想默念什么真心话呢？},"Oh? Then what heartfelt words were you originally thinking to yourself, Lord?"
5,6,2,-1_-2,-1,0,{我不过是看这气球新奇，想试试坊间的传闻到底灵不灵验，没别的心思。},I was just curious about this new balloon and wanted to test whether the rumors were true. No other intention.
5,7,2,-1_-2,-2,0,{是吗，我还以为，城主大人是想借着气球跟我告白呢~},Is that so? I thought you were trying to confess your love to me through the balloon.
5,8,2,-1_-2,-1,0,{就算要告白，我也不会用这种投机取巧的法子，自然会堂堂正正说给你听。},"Even if I were to confess, I wouldn't use such a cheap trick. I would tell you openly and honestly."
5,9,2,-1_-2,-2,0,{可我倒觉得，刚才那句脱口而出的真心话，比任何精心准备的告白都要动人。},But I think the heartfelt words you blurted out just now are more moving than any carefully prepared confession.
5,10,2,-1_-2,-1,0,{动人？我堂堂一城之主当众出了这样的糗，你居然还觉得动人。},"Moving? I, the dignified Lord of this city, made such a fool of myself in public, and you actually find it moving?"
5,11,2,-1_-2,-2,0,{当然动人，平日里端方持重的城主大人，也有这样手忙脚乱的鲜活模样。},"Of course it's moving. The usually dignified and composed Lord also has such a flustered, lively side."
5,12,2,-1_-2,-1,0,{这靴子是今早特意擦了半个时辰的，等下还要陪你逛遍整条街。},"I spent half an hour this morning carefully polishing these boots, and later I'll be walking with you through the whole street."
5,13,2,-1_-2,-2,0,{我就知道，城主大人向来心细，连这些小事都替我考虑到了。},"I knew it. You've always been so attentive, even considering these little things for me."
5,14,2,-1_-2,-1,0,{你清楚？我还以为，你只会觉得我小题大做。},You know that? I thought you would just think I was making a big deal out of nothing.
5,15,2,-1_-2,-2,0,{怎么会呢，比起永远完美无缺的城主雕像，我更爱这样有血有肉的你。},"How could I? Compared to a forever flawless statue of a Lord, I much prefer you like this, flesh and blood."
5,16,2,-1_-2,-1,0,{什么雕像，我只是不想在你面前，出什么岔子而已。},What statue? I just don't want to mess up in front of you.
5,17,2,-1_-2,-2,0,{不管是威严的城主，还是会害羞窘迫的你，我都喜欢。},"Whether it's the majestic Lord or the shy and embarrassed you, I like both."
5,18,2,-1_-2,-1,0,{你……，你突然说这些做什么，我还没准备好。},You... why are you suddenly saying these things? I'm not ready yet.
5,19,2,-1_-2,-2,0,{既然城主大人的气球没说出心里话，那不如，就让我先说给你听。},"Since your balloon didn't speak your heart, then let me say it to you first."
5,20,2,-1_-2,-1,0,{好，你说，我安安静静听着。},"Okay, go ahead. I'll listen quietly."
6,1,2,-1_-2,-1,0,{快看那边围栏里的猫猫，好多人都在投喂呢。},Look at the cats in that enclosure over there. So many people are feeding them.
6,2,2,-1_-2,-2,0,{是啊，一个个圆滚滚的，看着就格外招人喜欢。},"Yes, each one so round and plump, they look especially endearing."
6,3,2,-1_-2,-1,0,{你在这稍等片刻，我去买两罐。},Wait here a moment. I'll go buy two cans.
6,4,2,-1_-2,-2,0,{怎么，城主大人也想和这些小家伙互动吗？},"What, Lord, do you want to interact with these little ones too?"
6,5,2,-1_-2,-1,0,{那当然，我要让你看看，我有多受小家伙们欢迎。},Of course. I want to show you how popular I am with the little ones.
6,6,2,-1_-2,-2,0,{哈哈，那我可就好好拭目以待咯。},"Haha, then I'll be watching with great anticipation."
6,7,2,-1_-2,-1,0,{喏，两大罐满满的猫粮，看我的厉害。},"Here, two large cans full of cat food. Watch me go."
6,8,2,-1_-2,-2,0,{你都蹲了好一会了，怎么没有猫猫过去找你呀？},"You've been squatting for a while, so why aren't any cats coming to you?"
6,9,2,-1_-2,-1,0,{我也不知道，明明我手里的猫粮更多。},I don't know either. I clearly have more cat food in my hand.
6,10,2,-1_-2,-2,0,{你看，它们全都颠颠跑到我这边来了。},"Look, they're all running over to my side."
6,11,2,-1_-2,-1,0,{这些小家伙也太没眼光了吧。},These little ones have no taste at all.
6,12,2,-1_-2,-2,0,{还有两只胆子大的，都爬到我肩膀上了。},And two bold ones have even climbed onto my shoulders.
6,13,2,-1_-2,-1,0,{明明我的罐子更大，装的猫粮也更多。},But my can is bigger and contains more cat food.
6,14,2,-1_-2,-2,0,{怎么啦，威风凛凛的城主大人，这就委屈啦？},What's wrong? Our majestic Lord is feeling slighted already?
6,15,2,-1_-2,-1,0,{我才没有委屈，就是觉得它们不识货。},I'm not slighted. I just think they don't know quality.
6,16,2,-1_-2,-2,0,{好啦，别闹别扭了，我捧过来给你摸摸。},"Okay, don't be sulky. I'll bring some over for you to pet."
6,17,2,-1_-2,-1,0,{不用，它们不找我，我才不摸它们。},"No need. If they don't come to me, I won't pet them."
6,18,2,-1_-2,-2,0,{笨蛋城主，它们不选你，我选你呀。},"Silly Lord, if they won't choose you, I choose you."
6,19,2,-1_-2,-1,0,{你，你突然说这个做什么？},"Y-you, why are you suddenly saying that?"
6,20,2,-1_-2,-2,0,{我说，比起这些猫猫，我眼里只有你呀。},"I'm saying, compared to these cats, I only have eyes for you."
7,1,3,-1_-2,-2,0,{这家酒馆的招牌，据说喝下去的人，能看见心底最珍视的存在。},This tavern's signature drink. It's said that whoever drinks it can see the existence they treasure most in their heart.
7,2,3,-1_-2,-2,0,{我特意让老板留了两杯，你要不要试试？},I specially asked the owner to save two glasses. Want to give it a try?
7,3,3,-1_-2,-1,0,{我好像，真的看见了什么。},I think I really see something.
7,4,3,-1_-2,-2,0,{哦？你到底看见什么了？},Oh? What exactly do you see?
7,5,3,-1_-2,-1,0,{我看见我的兰德币的数量变成了9999999。},"I see my Rand Coin count has turned into 9,999,999."
7,6,3,-1_-2,-1,0,{还有我的仓库里全是t6魔法使。},And my warehouse is full of T6 Magic Messengers.
7,7,3,-1_-2,-2,0,{城主大人的心里难道只有这些奇奇怪怪的东西吗？},"Is your heart filled with nothing but these strange things, Lord?"
7,8,3,-1_-2,-1,0,{不然呢？难道还有别的更重要的东西？},What else? Is there something more important?
7,9,3,-1_-2,-2,0,{难道城主大人心底，没有更重要的存在？},Doesn't the Lord have someone more important in his heart?
7,10,3,-1_-2,-1,0,{那是自然，确实有更重要的东西。},"Of course, there is indeed something more important."
7,11,3,-1_-2,-2,0,{哦？那城主大人说说看，是什么东西？},"Oh? Then tell me, Lord, what is it?"
7,12,3,-1_-2,-1,0,{不过在此之前，我们先把美食点了吧。},"But before that, let's order the food first."
7,13,3,-1_-2,-2,0,{为什么要先点美食，不先说说那个重要的东西？},Why order food first instead of telling me what that important thing is?
7,14,3,-1_-2,-1,0,{毕竟世上只有美食不可辜负。},"After all, only good food in this world should not be let down."
7,15,3,-1_-2,-2,0,{原来在城主心里，美食和我是一样的分量？},"So in your heart, Lord, good food and I weigh the same?"
7,16,3,-1_-2,-1,0,{那可不一样，你比美食要重要得多。},That's not the same. You are far more important than good food.
7,17,3,-1_-2,-2,0,{那刚才还说，不能辜负共同的心底珍视？},But you just said you can't let down what is treasured together?
7,18,3,-1_-2,-1,0,{因为有你在，美食只有和珍视之人一起享用才值得。},"Because with you here, good food is only worth enjoying together with someone you treasure."
7,19,3,-1_-2,-2,0,{算城主大人会说话，那快叫服务生过来吧。},"You sure know how to talk, Lord. Then quickly call the waiter over."
7,20,3,-1_-2,-1,0,{好。},Okay.
8,1,3,-1_-2,-1,0,{我在学院里练了好几年飞镖，十发九中。},I practiced darts for several years at the academy. Nine out of ten hit the mark.
8,2,3,-1_-2,-2,0,{哦，城主大人这是打算和我打个赌吗？},"Oh, Lord, are you planning to make a bet with me?"
8,3,3,-1_-2,-1,0,{没错，我要是三镖全中靶心，你就答应我下次约会陪我去城郊的花海。},"That's right. If I hit the bullseye with all three darts, you'll promise to accompany me to the flower fields on the outskirts for our next date."
8,4,3,-1_-2,-2,0,{那要是城主大人输了呢？},"And if you lose, Lord?"
8,5,3,-1_-2,-1,0,{我输了的话，全城的甜点铺，你随便挑，我全包了。},"If I lose, you can pick any dessert shop in the whole city, and I'll cover everything."
8,6,3,-1_-2,-2,0,{好啊，那我可就等着城主大人兑现承诺了。},"Fine, then I'll be waiting for you to make good on that promise, Lord."
8,7,3,-1_-2,-1,0,{看好了，这第一镖，必中靶心。},Watch closely. This first dart will surely hit the bullseye.
8,8,3,-1_-2,-2,0,{噗，看来城主大人的准头，和说的话不太一样啊。},"Pfft, it seems your aim, Lord, doesn't quite match your words."
8,9,3,-1_-2,-1,0,{刚才是手滑，第二镖绝对不会出问题。},That was just a slip of the hand. The second dart will definitely be fine.
8,10,3,-1_-2,-2,0,{这一镖，好像离靶心更远了呢。},This dart seems to have gone even farther from the bullseye.
8,11,3,-1_-2,-1,0,{怎么可能，我明明瞄准了的。},How is that possible? I clearly aimed.
8,12,3,-1_-2,-2,0,{看来，全城的甜点铺，今天要迎来大生意了。},It seems all the dessert shops in the city are going to have a big day today.
8,13,3,-1_-2,-1,0,{别急，我还有最后一镖，这一镖绝对中。},Don't rush. I have one last dart. This one will definitely hit.
8,14,3,-1_-2,-2,0,{等等，不如让我来帮城主大人投这最后一镖吧。},"Wait, how about I throw this last dart for you, Lord?"
8,15,3,-1_-2,-1,0,{你，你还会玩飞镖？},Y-you know how to play darts too?
8,16,3,-1_-2,-2,0,{试试不就知道了，总不能让城主大人输得太难看。},Try it and you'll find out. Can't let the Lord lose too embarrassingly.
8,17,3,-1_-2,-1,0,{天呐，你居然直接命中了靶心。},"Good heavens, you actually hit the bullseye directly."
8,18,3,-1_-2,-2,0,{靶心我帮你中了，花海的约会，我也答应了。},"I hit the bullseye for you, and I also agree to the date at the flower fields."
8,19,3,-1_-2,-1,0,{为什么，我明明输了赌约的。},Why? I clearly lost the bet.
8,20,3,-1_-2,-2,0,{毕竟，总不能让城主大人，既输了赌约，又丢了约会的机会。},"After all, I couldn't let the Lord both lose the bet and miss out on a date."
9,1,3,-1_-2,-2,0,{城主大人写了什么愿望？这么神秘，还贴得这么高。},"What wish did you write, Lord? So mysterious, and pasted so high."
9,2,3,-1_-2,-1,0,{不告诉你，说出来的愿望，可就不灵了。},Not telling you. A wish spoken aloud won't come true.
9,3,3,-1_-2,-2,0,{那城主大人，要不要我也写一张，贴在你的旁边？},"Then Lord, shall I also write one and paste it next to yours?"
9,4,3,-1_-2,-1,0,{当然可以，想写什么都可以，我给你拿笔。},Of course you can. You can write anything you like. I'll get you a pen.
9,5,3,-1_-2,-2,0,{我写好了，就贴在城主的愿望旁边，刚好凑成一对。},"I'm done. I'll paste it right next to the Lord's wish, making a perfect pair."
9,6,3,-1_-2,-1,0,{我看看，你到底写了什么，这么快就写完了。},Let me see what you wrote. You finished so quickly.
9,7,3,-1_-2,-2,0,{希望城主下次约会，别再被守城卫兵认出来，半条街外就开始行礼。},"I hope that next time the Lord goes on a date, the city guards won't recognize him and start bowing from half a street away."
9,8,3,-1_-2,-1,0,{合着你写的愿望，就是吐槽我上次约会，被全城人围观的事？},So your wish is basically to complain about how I was gawked at by the whole city during our last date?
9,9,3,-1_-2,-2,0,{毕竟那次的经历，我到现在都记得清清楚楚，实在是太难忘了。},That experience is still so clear in my mind. It was truly unforgettable.
9,10,3,-1_-2,-1,0,{那我可得再加一个愿望，下次约会一定藏好身份，绝不让任何人打扰我们。},Then I need to add another wish: next time I'll definitely hide my identity and never let anyone disturb us.
9,11,3,-1_-2,-2,0,{哦？城主大人的愿望里，难道还有别的内容？},Oh? Does the Lord's wish contain something else as well?
9,12,3,-1_-2,-1,0,{当然有，我的愿望里，一直都有你。},Of course. My wish always includes you.
9,13,3,-1_-2,-2,0,{那城主大人倒是说说看，藏在心里的愿望，到底是什么？},"Then tell me, Lord, what exactly is the wish hidden in your heart?"
9,14,3,-1_-2,-1,0,{愿这座城岁岁安宁，愿身边的人，年年都能常伴左右。},May this city be peaceful year after year. May the person by my side always be with me through the years.
9,15,3,-1_-2,-2,0,{城主大人的愿望，一半给了这座城，一半给了身边的人呢。},"The Lord's wish: half for the city, half for the person beside him."
9,16,3,-1_-2,-1,0,{这座城是我的责任，而你，是我心底的期许。},"This city is my responsibility, and you are my heart's hope."
9,17,3,-1_-2,-2,0,{那我们把这两张许愿笺贴得再近一点，好不好，让它们永远挨在一起。},"Then let's paste these two wish slips even closer together, okay? Let them always stay side by side."
9,18,3,-1_-2,-1,0,{好，不仅是许愿笺，我也想永远和你挨在一起。},"Okay. Not just the wish slips, I also want to stay by your side forever."
9,19,3,-1_-2,-2,0,{那这可是我们的约定，城主大人可不许反悔，要一直陪着我。},"Then this is our promise. You mustn't go back on it, Lord. Stay with me always."
9,20,3,-1_-2,-1,0,{我答应你，约定好了，永远都不会反悔。},I promise you. It's a deal. I will never go back on it.
10,1,4,-1,-1,0,{站住，何人擅闯领地麦田！},Halt! Who dares to trespass on the territory's wheat field!
10,2,4,-1_-2,-2,0,{城主大人，发生什么事了？},"Lord, what's happening?"
10,3,4,-1_-2,-1,0,{快躲到我身后，麦丛里有陌生身影。},Quickly hide behind me. There's an unfamiliar figure in the wheat.
10,4,4,-1_-2,-2,0,{哈哈，城主大人你先别紧张。},"Haha, Lord, don't get so nervous."
10,5,4,-1_-2,-1,0,{你仔细看看，那根本不是人呀。},Look closer. That's not a person at all.
10,6,4,-1_-2,-2,0,{什么，难道我看错了？},What? Did I see wrong?
10,7,4,-1_-2,-1,0,{那只是个绑了披风的稻草人而已。},That's just a scarecrow tied with a cloak.
10,8,4,-1_-2,-2,0,{难不成，你要按领地规矩审它吗？},Are you going to interrogate it according to territory law?
10,9,4,-1_-2,-1,0,{我只是，怕有歹人惊扰到你。},I just... was afraid some ill-intentioned person might startle you.
10,10,4,-1_-2,-1,0,{这片麦田是我规划的，绝不能出意外。},This wheat field is my project. There must be no accidents.
10,11,4,-1_-2,-2,0,{好好好，我知道城主大人最负责了。},"Okay, okay, I know you're the most responsible, Lord."
10,12,4,-1_-2,-1,0,{不过，你刚才耳尖都红了哦。},"But your earlobes just turned red, you know."
10,13,4,-1_-2,-2,0,{胡说，我只是被太阳晒到了而已。},Nonsense. I just got a bit of sun.
10,14,4,-1_-2,-1,0,{是吗，那你摘这颗麦穗做什么？},Is that so? Then why are you picking this ear of wheat?
10,15,4,-1_-2,-2,0,{这是田里长得最好的麦穗，我摘给你的。},This is the best ear of wheat in the field. I picked it for you.
10,16,4,-1_-2,-1,0,{毕竟是带你来的地方，半分风险都不能有。},"After all, this is where I brought you. I can't allow even half a risk."
10,17,4,-1_-2,-1,0,{哪怕是稻草人，也要问过它准不准靠近你。},"Even a scarecrow, I have to ask its permission to come near you."
10,18,4,-1_-2,-2,0,{笨蛋城主，你也太可爱了吧。},"Silly Lord, you're just too adorable."
10,19,4,-1_-2,-1,0,{我身为一城之主，和可爱可沾不上边。},"As the Lord of this city, I have nothing to do with ""adorable."""
10,20,4,-1_-2,-2,0,{在我这里，你永远是最可爱的人。},"In my eyes, you will always be the most adorable person."
11,1,4,-1_-2,-1,0,{传说郊外的小溪里面藏着历任城主留下的专属秘宝。},"Legend says that in the stream on the outskirts, there is a secret treasure left by each successive Lord."
11,2,4,-1_-2,-2,0,{专属秘宝，听起来也太神秘了吧？},A secret treasure? That sounds so mysterious!
11,3,4,-1_-2,-1,0,{全领地上下，只有我一个人知道它的藏匿位置。},"In the entire territory, only I know where it's hidden."
11,4,4,-1_-2,-2,0,{那城主大人，可要好好露一手别让我失望哦。},"Then Lord, you'd better show off your skills and not disappoint me."
11,5,4,-1_-2,-1,0,{奇怪，我明明就把东西藏在这块石缝里的。},"Strange, I clearly hid it in this crevice."
11,6,4,-1_-2,-2,0,{怎么了，难道秘宝自己长脚跑了不成？},What's wrong? Did the treasure grow legs and run away?
11,7,4,-1_-2,-1,0,{不对劲，礼盒真的不见了一点踪迹都没有。},This isn't right. The gift box has truly vanished without a trace.
11,8,4,-1_-2,-2,0,{你看那几条溪鱼，莫不是被它们叼走了？},Look at those stream fish. Could they have taken it?
11,9,4,-1_-2,-1,0,{总不能是我被溪鱼截胡了，这也太没面子了。},I can't have been beaten to it by fish. That would be too embarrassing.
11,10,4,-1_-2,-2,0,{找不到秘宝也没关系，我们抓鱼当今天的秘宝就好。},It's okay if we don't find the treasure. We can catch fish and call that today's treasure.
11,11,4,-1_-2,-1,0,{本来是想给你准备惊喜的，结果搞成了这样。},"I meant to prepare a surprise for you, but it turned out like this."
11,12,4,-1_-2,-2,0,{那等下抓到的鱼，可要分我最大的一条当赔礼。},Then you have to give me the biggest fish we catch as an apology.
11,13,4,-1_-2,-1,0,{等等，你看下游那块石缝里是不是我的礼盒？},"Wait, look downstream. Isn't that my gift box in that crevice?"
11,14,4,-1_-2,-2,0,{真的哎，肯定是被刚才的水流冲下去了。},"Yes, really! It must have been washed down by the current."
11,15,4,-1_-2,-1,0,{还好找回来了，不然我今天可真要丢大脸了。},"Good thing I found it. Otherwise, I would have really lost face today."
11,16,4,-1_-2,-2,0,{这枚吊坠，也太精致好看了吧。},This pendant is so exquisite and beautiful.
11,17,4,-1_-2,-1,0,{本来想给你个完美的惊喜，没想到差点出了意外。},"I wanted to give you a perfect surprise, but I didn't expect it to almost go wrong."
11,18,4,-1_-2,-2,0,{比起完美的惊喜，这样手忙脚乱的你更可爱。},"Compared to a perfect surprise, you flustered like this are even more adorable."
11,19,4,-1_-2,-1,0,{那，我能亲手给你戴上这枚吊坠吗？},"Then, may I put this pendant on you myself?"
11,20,4,-1_-2,-2,0,{当然可以，我的城主大人。},"Of course you may, my Lord."
12,1,4,-1_-2,-1,0,{快过来，小心脚下，别被藤蔓勾到裙摆了。},Come here quickly. Watch your step. Don't let the vines catch your skirt.
