CityId,CityLv,Name,FirstAward,PassAward,Con,FightTime,AiInfo,Name_en,Con_en
2,1,{哥布林的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"80008,80007,80006,80005,80004,80003,80002,80001,80024,80023,80022,80021,80020,80019,80018,80017,80016,80015,80014,80013,80012,80011,80010,80009,80018,80019,80017,80020,80016,80021,80015,80022,80014,80023,80013,80024,80012,80011,80010,80009,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80024,80023,80022,80021,80020,80019,80018,80017,80016,80015,80014,80013,80012,80011,80010,80009,80001,80002,80003,80004,80005,80006,80007,80008,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80008,80007,80006,80005,80004,80003,80002,80001,80024,80023,80022,80021,80020,80019,80018,80017,80016,80015,80014,80013,80012,80011,80010,80009,80018,80019,80017,80020,80016,80021,80015,80022,80014,80023,80013,80024,80012,80011,80010,80009,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80025_60_2.5_2.5",Goblin Fortress(S),Clearance Great World Medium Town
3,1,{哥布林的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"80003,80007,80006,80008,80001,80002,80005,80004,80024,80009,80023,80010,80022,80011,80021,80012,80020,80013,80019,80014,80018,80015,80017,80016,80024,80009,80023,80010,80022,80011,80021,80012,80020,80013,80019,80014,80018,80015,80017,80016,80024,80009,80023,80010,80022,80011,80021,80012,80020,80013,80019,80014,80018,80015,80017,80016,80003,80007,80006,80008,80001,80002,80005,80004,80024,80009,80023,80010,80022,80011,80021,80012,80020,80013,80019,80014,80018,80015,80017,80016,80001,80002,80003,80004,80005,80006,80007,80008,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80025_60_2.5_2.5",Goblin Fortress(S),Clearance Great World Medium Town
4,1,{哥布林的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"80004,80005,80006,80007,80008,80001,80002,80003,80016,80017,80015,80018,80014,80019,80013,80020,80012,80021,80011,80010,80022,80009,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80024,80023,80022,80021,80020,80019,80018,80017,80016,80015,80014,80013,80012,80011,80010,80009,80003,80007,80006,80008,80001,80002,80005,80004,80024,80009,80023,80010,80022,80011,80021,80012,80020,80013,80019,80014,80018,80015,80017,80016,80024,80009,80023,80010,80022,80011,80021,80012,80020,80013,80019,80014,80018,80015,80017,80016,80024,80009,80023,80010,80022,80011,80021,80012,80020,80013,80019,80014,80018,80015,80017,80016,80003,80007,80006,80008,80001,80002,80005,80004,80024,80009,80023,80010,80022,80011,80021,80012,80020,80013,80019,80014,80018,80015,80017,80016,80001,80002,80003,80004,80005,80006,80007,80008,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80025_60_2.5_2.5",Goblin Fortress(S),Clearance Great World Medium Town
5,1,{哥布林的要塞}({小型}),1211_10,1006_2+1101_1+1051_100+1055_100+2100_100+8_8000,{通关} {大世界} {中型城镇},90,"80002,80004,80006,80008,80001,80003,80005,80007,80009,80011,80013,80015,80017,80019,80021,80023,80010,80012,80014,80016,80018,80020,80022,80024,80024,80022,80020,80018,80016,80014,80012,80010,80009,80011,80013,80015,80017,80019,80021,80023,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80024,80023,80022,80021,80020,80019,80018,80017,80016,80015,80014,80013,80012,80011,80010,80009,80004,80005,80006,80007,80008,80001,80002,80003,80016,80017,80015,80018,80014,80019,80013,80020,80012,80021,80011,80010,80022,80009,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80024,80023,80022,80021,80020,80019,80018,80017,80016,80015,80014,80013,80012,80011,80010,80009,80008,80007,80006,80005,80004,80003,80002,80001,80024,80023,80022,80021,80020,80019,80018,80017,80016,80015,80014,80013,80012,80011,80010,80009,80018,80019,80017,80020,80016,80021,80015,80022,80014,80023,80013,80024,80012,80011,80010,80009,80009,80010,80011,80012,80013,80014,80015,80016,80017,80018,80019,80020,80021,80022,80023,80024,80001,80002,80003,80004,80005,80006,80007,80008,80025_60_2.5_2.5",Goblin Fortress(S),Clearance Great World Medium Town
6,2,{哥布林的要塞}({中型}),1211_20,1006_3+1101_1+1051_150+1055_150+2100_150+8_12000,{通关}：{哥布林的要塞}({小型}),90,"80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80028,80032,80031,80033,80026,80027,80030,80029,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80028,80032,80031,80033,80026,80027,80030,80029,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80050_65_2.9_2.9",Goblin Fortress(M),Clearance：Goblin Fortress(S)
7,2,{哥布林的要塞}({中型}),1211_20,1006_3+1101_1+1051_150+1055_150+2100_150+8_12000,{通关}：{哥布林的要塞}({小型}),90,"80033,80032,80031,80030,80029,80028,80027,80026,80049,80048,80047,80046,80045,80044,80043,80042,80041,80040,80039,80038,80037,80036,80035,80034,80043,80044,80042,80045,80041,80046,80040,80047,80039,80048,80038,80049,80037,80036,80035,80034,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80049,80048,80047,80046,80045,80044,80043,80042,80041,80040,80039,80038,80037,80036,80035,80034,80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80033,80032,80031,80030,80029,80028,80027,80026,80049,80048,80047,80046,80045,80044,80043,80042,80041,80040,80039,80038,80037,80036,80035,80034,80043,80044,80042,80045,80041,80046,80040,80047,80039,80048,80038,80049,80037,80036,80035,80034,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80050_65_2.9_2.9",Goblin Fortress(M),Clearance：Goblin Fortress(S)
8,2,{哥布林的要塞}({中型}),1211_20,1006_3+1101_1+1051_150+1055_150+2100_150+8_12000,{通关}：{哥布林的要塞}({小型}),90,"80028,80032,80031,80033,80026,80027,80030,80029,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80028,80032,80031,80033,80026,80027,80030,80029,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80050_65_2.9_2.9",Goblin Fortress(M),Clearance：Goblin Fortress(S)
9,2,{哥布林的要塞}({中型}),1211_20,1006_3+1101_1+1051_150+1055_150+2100_150+8_12000,{通关}：{哥布林的要塞}({小型}),90,"80029,80030,80031,80032,80033,80026,80027,80028,80041,80042,80040,80043,80039,80044,80038,80045,80037,80046,80036,80035,80047,80034,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80049,80048,80047,80046,80045,80044,80043,80042,80041,80040,80039,80038,80037,80036,80035,80034,80028,80032,80031,80033,80026,80027,80030,80029,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80028,80032,80031,80033,80026,80027,80030,80029,80049,80034,80048,80035,80047,80036,80046,80037,80045,80038,80044,80039,80043,80040,80042,80041,80026,80027,80028,80029,80030,80031,80032,80033,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80034,80035,80036,80037,80038,80039,80040,80041,80042,80043,80044,80045,80046,80047,80048,80049,80026,80027,80028,80029,80030,80031,80032,80033,80050_65_2.9_2.9",Goblin Fortress(M),Clearance：Goblin Fortress(S)
10,3,{哥布林的要塞}({大型}),1211_30,1007_2+1101_2+1051_200+1055_200+2100_200+8_16000,{通关}：{哥布林的要塞}({中型}),90,"80051,80052,80053,80054,80055,80056,80057,80058,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80051,80052,80053,80054,80055,80056,80057,80058,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80053,80057,80056,80058,80051,80052,80055,80054,80074,80059,80073,80060,80072,80061,80071,80062,80070,80063,80069,80064,80068,80065,80067,80066,80074,80059,80073,80060,80072,80061,80071,80062,80070,80063,80069,80064,80068,80065,80067,80066,80074,80059,80073,80060,80072,80061,80071,80062,80070,80063,80069,80064,80068,80065,80067,80066,80053,80057,80056,80058,80051,80052,80055,80054,80074,80059,80073,80060,80072,80061,80071,80062,80070,80063,80069,80064,80068,80065,80067,80066,80051,80052,80053,80054,80055,80056,80057,80058,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80051,80052,80053,80054,80055,80056,80057,80058,80075_70_3.3_3.3",Goblin Fortress(L),Clearance：Goblin Fortress(M)
11,3,{哥布林的要塞}({大型}),1211_30,1007_2+1101_2+1051_200+1055_200+2100_200+8_16000,{通关}：{哥布林的要塞}({中型}),90,"80058,80057,80056,80055,80054,80053,80052,80051,80074,80073,80072,80071,80070,80069,80068,80067,80066,80065,80064,80063,80062,80061,80060,80059,80068,80069,80067,80070,80066,80071,80065,80072,80064,80073,80063,80074,80062,80061,80060,80059,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80051,80052,80053,80054,80055,80056,80057,80058,80074,80073,80072,80071,80070,80069,80068,80067,80066,80065,80064,80063,80062,80061,80060,80059,80051,80052,80053,80054,80055,80056,80057,80058,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80051,80052,80053,80054,80055,80056,80057,80058,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80058,80057,80056,80055,80054,80053,80052,80051,80074,80073,80072,80071,80070,80069,80068,80067,80066,80065,80064,80063,80062,80061,80060,80059,80068,80069,80067,80070,80066,80071,80065,80072,80064,80073,80063,80074,80062,80061,80060,80059,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80051,80052,80053,80054,80055,80056,80057,80058,80075_70_3.3_3.3",Goblin Fortress(L),Clearance：Goblin Fortress(M)
12,3,{哥布林的要塞}({大型}),1211_30,1007_2+1101_2+1051_200+1055_200+2100_200+8_16000,{通关}：{哥布林的要塞}({中型}),90,"80053,80057,80056,80058,80051,80052,80055,80054,80074,80059,80073,80060,80072,80061,80071,80062,80070,80063,80069,80064,80068,80065,80067,80066,80074,80059,80073,80060,80072,80061,80071,80062,80070,80063,80069,80064,80068,80065,80067,80066,80074,80059,80073,80060,80072,80061,80071,80062,80070,80063,80069,80064,80068,80065,80067,80066,80053,80057,80056,80058,80051,80052,80055,80054,80074,80059,80073,80060,80072,80061,80071,80062,80070,80063,80069,80064,80068,80065,80067,80066,80051,80052,80053,80054,80055,80056,80057,80058,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80051,80052,80053,80054,80055,80056,80057,80058,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80051,80052,80053,80054,80055,80056,80057,80058,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80059,80060,80061,80062,80063,80064,80065,80066,80067,80068,80069,80070,80071,80072,80073,80074,80051,80052,80053,80054,80055,80056,80057,80058,80075_70_3.3_3.3",Goblin Fortress(L),Clearance：Goblin Fortress(M)
13,4,{哥布林的要塞}({巨型}),1211_50,1007_3+1101_2+1051_250+1055_250+2100_250+8_20000,{通关}：{哥布林的要塞}({大型}),90,"80078,80082,80081,80083,80076,80077,80080,80079,80099,80084,80098,80085,80097,80086,80096,80087,80095,80088,80094,80089,80093,80090,80092,80091,80099,80084,80098,80085,80097,80086,80096,80087,80095,80088,80094,80089,80093,80090,80092,80091,80099,80084,80098,80085,80097,80086,80096,80087,80095,80088,80094,80089,80093,80090,80092,80091,80078,80082,80081,80083,80076,80077,80080,80079,80099,80084,80098,80085,80097,80086,80096,80087,80095,80088,80094,80089,80093,80090,80092,80091,80076,80077,80078,80079,80080,80081,80082,80083,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80076,80077,80078,80079,80080,80081,80082,80083,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80076,80077,80078,80079,80080,80081,80082,80083,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80076,80077,80078,80079,80080,80081,80082,80083,80100_75_3.7_3.7",Goblin Fortress(Giant),Clearance：Goblin Fortress(L)
14,4,{哥布林的要塞}({巨型}),1211_50,1007_3+1101_2+1051_250+1055_250+2100_250+8_20000,{通关}：{哥布林的要塞}({大型}),90,"80079,80080,80081,80082,80083,80076,80077,80078,80091,80092,80090,80093,80089,80094,80088,80095,80087,80096,80086,80085,80097,80084,80098,80099,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80076,80077,80078,80079,80080,80081,80082,80083,80099,80098,80097,80096,80095,80094,80093,80092,80091,80090,80089,80088,80087,80086,80085,80084,80078,80082,80081,80083,80076,80077,80080,80079,80099,80084,80098,80085,80097,80086,80096,80087,80095,80088,80094,80089,80093,80090,80092,80091,80099,80084,80098,80085,80097,80086,80096,80087,80095,80088,80094,80089,80093,80090,80092,80091,80099,80084,80098,80085,80097,80086,80096,80087,80095,80088,80094,80089,80093,80090,80092,80091,80078,80082,80081,80083,80076,80077,80080,80079,80099,80084,80098,80085,80097,80086,80096,80087,80095,80088,80094,80089,80093,80090,80092,80091,80076,80077,80078,80079,80080,80081,80082,80083,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80084,80085,80086,80087,80088,80089,80090,80091,80092,80093,80094,80095,80096,80097,80098,80099,80076,80077,80078,80079,80080,80081,80082,80083,80100_75_3.7_3.7",Goblin Fortress(Giant),Clearance：Goblin Fortress(L)
15,5,{哥布林的王庭},1211_80,1007_3+1101_3+1051_300+1055_300+2100_300+8_24000,{通关}：{哥布林的要塞}({巨型}),90,"80103,80107,80106,80108,80101,80102,80105,80104,80124,80109,80123,80110,80122,80111,80121,80112,80120,80113,80119,80114,80118,80115,80117,80116,80124,80109,80123,80110,80122,80111,80121,80112,80120,80113,80119,80114,80118,80115,80117,80116,80124,80109,80123,80110,80122,80111,80121,80112,80120,80113,80119,80114,80118,80115,80117,80116,80103,80107,80106,80108,80101,80102,80105,80104,80124,80109,80123,80110,80122,80111,80121,80112,80120,80113,80119,80114,80118,80115,80117,80116,80101,80102,80103,80104,80105,80106,80107,80108,80109,80110,80111,80112,80113,80114,80115,80116,80117,80118,80119,80120,80121,80122,80123,80124,80109,80110,80111,80112,80113,80114,80115,80116,80117,80118,80119,80120,80121,80122,80123,80124,80109,80110,80111,80112,80113,80114,80115,80116,80117,80118,80119,80120,80121,80122,80123,80124,80101,80102,80103,80104,80105,80106,80107,80108,80109,80110,80111,80112,80113,80114,80115,80116,80117,80118,80119,80120,80121,80122,80123,80124,80101,80102,80103,80104,80105,80106,80107,80108,80109,80110,80111,80112,80113,80114,80115,80116,80117,80118,80119,80120,80121,80122,80123,80124,80109,80110,80111,80112,80113,80114,80115,80116,80117,80118,80119,80120,80121,80122,80123,80124,80109,80110,80111,80112,80113,80114,80115,80116,80117,80118,80119,80120,80121,80122,80123,80124,80101,80102,80103,80104,80105,80106,80107,80108,80125_80_4.1_4.1",Goblin Palace,Clearance：Goblin Fortress(Giant)
