type,id,num,name,des,condition,need_num,reward,skip,name_en,des_en
1,4,13,{建筑},{升级} {采石场} Lv.13,4,13,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Quarry Lv.13
1,4,14,{建筑},{升级} {采石场} Lv.14,4,14,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Quarry Lv.14
1,4,15,{建筑},{升级} {采石场} Lv.15,4,15,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Quarry Lv.15
1,4,16,{建筑},{升级} {采石场} Lv.16,4,16,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Quarry Lv.16
1,4,17,{建筑},{升级} {采石场} Lv.17,4,17,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.17
1,4,18,{建筑},{升级} {采石场} Lv.18,4,18,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.18
1,4,19,{建筑},{升级} {采石场} Lv.19,4,19,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.19
1,4,20,{建筑},{升级} {采石场} Lv.20,4,20,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.20
1,4,21,{建筑},{升级} {采石场} Lv.21,4,21,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.21
1,4,22,{建筑},{升级} {采石场} Lv.22,4,22,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.22
1,4,23,{建筑},{升级} {采石场} Lv.23,4,23,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.23
1,4,24,{建筑},{升级} {采石场} Lv.24,4,24,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.24
1,4,25,{建筑},{升级} {采石场} Lv.25,4,25,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Quarry Lv.25
1,5,1,{建筑},{建造} {铁矿场},5,1,1_10+3_1+1105_2+11_1000,0,Building,Build Ironmine
1,5,2,{建筑},{升级} {铁矿场} Lv.2,5,2,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Ironmine Lv.2
1,5,3,{建筑},{升级} {铁矿场} Lv.3,5,3,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Ironmine Lv.3
1,5,4,{建筑},{升级} {铁矿场} Lv.4,5,4,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Ironmine Lv.4
1,5,5,{建筑},{升级} {铁矿场} Lv.5,5,5,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Ironmine Lv.5
1,5,6,{建筑},{升级} {铁矿场} Lv.6,5,6,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Ironmine Lv.6
1,5,7,{建筑},{升级} {铁矿场} Lv.7,5,7,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Ironmine Lv.7
1,5,8,{建筑},{升级} {铁矿场} Lv.8,5,8,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Ironmine Lv.8
1,5,9,{建筑},{升级} {铁矿场} Lv.9,5,9,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Ironmine Lv.9
1,5,10,{建筑},{升级} {铁矿场} Lv.10,5,10,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Ironmine Lv.10
1,5,11,{建筑},{升级} {铁矿场} Lv.11,5,11,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Ironmine Lv.11
1,5,12,{建筑},{升级} {铁矿场} Lv.12,5,12,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Ironmine Lv.12
1,5,13,{建筑},{升级} {铁矿场} Lv.13,5,13,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Ironmine Lv.13
1,5,14,{建筑},{升级} {铁矿场} Lv.14,5,14,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Ironmine Lv.14
1,5,15,{建筑},{升级} {铁矿场} Lv.15,5,15,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Ironmine Lv.15
1,5,16,{建筑},{升级} {铁矿场} Lv.16,5,16,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Ironmine Lv.16
1,5,17,{建筑},{升级} {铁矿场} Lv.17,5,17,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.17
1,5,18,{建筑},{升级} {铁矿场} Lv.18,5,18,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.18
1,5,19,{建筑},{升级} {铁矿场} Lv.19,5,19,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.19
1,5,20,{建筑},{升级} {铁矿场} Lv.20,5,20,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.20
1,5,21,{建筑},{升级} {铁矿场} Lv.21,5,21,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.21
1,5,22,{建筑},{升级} {铁矿场} Lv.22,5,22,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.22
1,5,23,{建筑},{升级} {铁矿场} Lv.23,5,23,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.23
1,5,24,{建筑},{升级} {铁矿场} Lv.24,5,24,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.24
1,5,25,{建筑},{升级} {铁矿场} Lv.25,5,25,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Ironmine Lv.25
1,6,1,{建筑},{升级} {居民楼} Lv.2,6,2,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Residence Lv.2
1,6,2,{建筑},{升级} {居民楼} Lv.3,6,3,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Residence Lv.3
1,6,3,{建筑},{升级} {居民楼} Lv.4,6,4,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Residence Lv.4
1,6,4,{建筑},{升级} {居民楼} Lv.5,6,5,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Residence Lv.5
1,6,5,{建筑},{升级} {居民楼} Lv.6,6,6,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Residence Lv.6
1,6,6,{建筑},{升级} {居民楼} Lv.7,6,7,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Residence Lv.7
1,6,7,{建筑},{升级} {居民楼} Lv.8,6,8,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Residence Lv.8
1,6,8,{建筑},{升级} {居民楼} Lv.9,6,9,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Residence Lv.9
1,6,9,{建筑},{升级} {居民楼} Lv.10,6,10,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Residence Lv.10
1,6,10,{建筑},{升级} {居民楼} Lv.11,6,11,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Residence Lv.11
1,6,11,{建筑},{升级} {居民楼} Lv.12,6,12,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Residence Lv.12
1,6,12,{建筑},{升级} {居民楼} Lv.13,6,13,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Residence Lv.13
1,6,13,{建筑},{升级} {居民楼} Lv.14,6,14,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Residence Lv.14
1,6,14,{建筑},{升级} {居民楼} Lv.15,6,15,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Residence Lv.15
1,6,15,{建筑},{升级} {居民楼} Lv.16,6,16,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Residence Lv.16
1,6,16,{建筑},{升级} {居民楼} Lv.17,6,17,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.17
1,6,17,{建筑},{升级} {居民楼} Lv.18,6,18,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.18
1,6,18,{建筑},{升级} {居民楼} Lv.19,6,19,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.19
1,6,19,{建筑},{升级} {居民楼} Lv.20,6,20,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.20
1,6,20,{建筑},{升级} {居民楼} Lv.21,6,21,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.21
1,6,21,{建筑},{升级} {居民楼} Lv.22,6,22,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.22
1,6,22,{建筑},{升级} {居民楼} Lv.23,6,23,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.23
1,6,23,{建筑},{升级} {居民楼} Lv.24,6,24,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.24
1,6,24,{建筑},{升级} {居民楼} Lv.25,6,25,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Residence Lv.25
1,7,1,{建筑},{建造} {运输站},7,1,1_10+3_1+1105_2+11_1000,0,Building,Build Transport Station
1,7,2,{建筑},{升级} {运输站} Lv.2,7,2,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Transport Station Lv.2
1,7,3,{建筑},{升级} {运输站} Lv.3,7,3,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Transport Station Lv.3
1,7,4,{建筑},{升级} {运输站} Lv.4,7,4,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Transport Station Lv.4
1,7,5,{建筑},{升级} {运输站} Lv.5,7,5,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Transport Station Lv.5
1,7,6,{建筑},{升级} {运输站} Lv.6,7,6,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Transport Station Lv.6
1,7,7,{建筑},{升级} {运输站} Lv.7,7,7,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Transport Station Lv.7
1,7,8,{建筑},{升级} {运输站} Lv.8,7,8,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Transport Station Lv.8
1,7,9,{建筑},{升级} {运输站} Lv.9,7,9,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Transport Station Lv.9
1,7,10,{建筑},{升级} {运输站} Lv.10,7,10,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Transport Station Lv.10
1,7,11,{建筑},{升级} {运输站} Lv.11,7,11,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Transport Station Lv.11
1,7,12,{建筑},{升级} {运输站} Lv.12,7,12,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Transport Station Lv.12
1,7,13,{建筑},{升级} {运输站} Lv.13,7,13,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Transport Station Lv.13
1,7,14,{建筑},{升级} {运输站} Lv.14,7,14,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Transport Station Lv.14
1,7,15,{建筑},{升级} {运输站} Lv.15,7,15,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Transport Station Lv.15
1,7,16,{建筑},{升级} {运输站} Lv.16,7,16,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Transport Station Lv.16
1,7,17,{建筑},{升级} {运输站} Lv.17,7,17,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.17
1,7,18,{建筑},{升级} {运输站} Lv.18,7,18,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.18
1,7,19,{建筑},{升级} {运输站} Lv.19,7,19,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.19
1,7,20,{建筑},{升级} {运输站} Lv.20,7,20,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.20
1,7,21,{建筑},{升级} {运输站} Lv.21,7,21,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.21
1,7,22,{建筑},{升级} {运输站} Lv.22,7,22,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.22
1,7,23,{建筑},{升级} {运输站} Lv.23,7,23,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.23
1,7,24,{建筑},{升级} {运输站} Lv.24,7,24,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.24
1,7,25,{建筑},{升级} {运输站} Lv.25,7,25,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Transport Station Lv.25
1,8,1,{建筑},{升级} {仓库} Lv.2,8,2,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Storehouse Lv.2
1,8,2,{建筑},{升级} {仓库} Lv.3,8,3,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Storehouse Lv.3
1,8,3,{建筑},{升级} {仓库} Lv.4,8,4,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Storehouse Lv.4
1,8,4,{建筑},{升级} {仓库} Lv.5,8,5,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Storehouse Lv.5
1,8,5,{建筑},{升级} {仓库} Lv.6,8,6,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Storehouse Lv.6
1,8,6,{建筑},{升级} {仓库} Lv.7,8,7,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Storehouse Lv.7
1,8,7,{建筑},{升级} {仓库} Lv.8,8,8,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Storehouse Lv.8
1,8,8,{建筑},{升级} {仓库} Lv.9,8,9,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Storehouse Lv.9
1,8,9,{建筑},{升级} {仓库} Lv.10,8,10,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Storehouse Lv.10
1,8,10,{建筑},{升级} {仓库} Lv.11,8,11,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Storehouse Lv.11
1,8,11,{建筑},{升级} {仓库} Lv.12,8,12,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Storehouse Lv.12
1,8,12,{建筑},{升级} {仓库} Lv.13,8,13,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Storehouse Lv.13
1,8,13,{建筑},{升级} {仓库} Lv.14,8,14,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Storehouse Lv.14
1,8,14,{建筑},{升级} {仓库} Lv.15,8,15,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Storehouse Lv.15
1,8,15,{建筑},{升级} {仓库} Lv.16,8,16,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Storehouse Lv.16
1,8,16,{建筑},{升级} {仓库} Lv.17,8,17,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.17
1,8,17,{建筑},{升级} {仓库} Lv.18,8,18,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.18
1,8,18,{建筑},{升级} {仓库} Lv.19,8,19,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.19
1,8,19,{建筑},{升级} {仓库} Lv.20,8,20,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.20
1,8,20,{建筑},{升级} {仓库} Lv.21,8,21,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.21
1,8,21,{建筑},{升级} {仓库} Lv.22,8,22,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.22
1,8,22,{建筑},{升级} {仓库} Lv.23,8,23,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.23
1,8,23,{建筑},{升级} {仓库} Lv.24,8,24,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.24
1,8,24,{建筑},{升级} {仓库} Lv.25,8,25,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Storehouse Lv.25
1,9,1,{建筑},{建造} {联盟中心},9,1,1_10+3_1+1105_2+11_1000,0,Building,Build Union Center
1,9,2,{建筑},{升级} {联盟中心} Lv.2,9,2,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Union Center Lv.2
1,9,3,{建筑},{升级} {联盟中心} Lv.3,9,3,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Union Center Lv.3
1,9,4,{建筑},{升级} {联盟中心} Lv.4,9,4,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Union Center Lv.4
1,9,5,{建筑},{升级} {联盟中心} Lv.5,9,5,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Union Center Lv.5
1,9,6,{建筑},{升级} {联盟中心} Lv.6,9,6,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Union Center Lv.6
1,9,7,{建筑},{升级} {联盟中心} Lv.7,9,7,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Union Center Lv.7
1,9,8,{建筑},{升级} {联盟中心} Lv.8,9,8,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Union Center Lv.8
1,9,9,{建筑},{升级} {联盟中心} Lv.9,9,9,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Union Center Lv.9
1,9,10,{建筑},{升级} {联盟中心} Lv.10,9,10,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Union Center Lv.10
1,9,11,{建筑},{升级} {联盟中心} Lv.11,9,11,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Union Center Lv.11
1,9,12,{建筑},{升级} {联盟中心} Lv.12,9,12,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Union Center Lv.12
1,9,13,{建筑},{升级} {联盟中心} Lv.13,9,13,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Union Center Lv.13
1,9,14,{建筑},{升级} {联盟中心} Lv.14,9,14,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Union Center Lv.14
1,9,15,{建筑},{升级} {联盟中心} Lv.15,9,15,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Union Center Lv.15
1,9,16,{建筑},{升级} {联盟中心} Lv.16,9,16,1_20+3_2+1105_4+11_2000,0,Building,Upgrade Union Center Lv.16
1,9,17,{建筑},{升级} {联盟中心} Lv.17,9,17,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.17
1,9,18,{建筑},{升级} {联盟中心} Lv.18,9,18,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.18
1,9,19,{建筑},{升级} {联盟中心} Lv.19,9,19,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.19
1,9,20,{建筑},{升级} {联盟中心} Lv.20,9,20,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.20
1,9,21,{建筑},{升级} {联盟中心} Lv.21,9,21,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.21
1,9,22,{建筑},{升级} {联盟中心} Lv.22,9,22,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.22
1,9,23,{建筑},{升级} {联盟中心} Lv.23,9,23,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.23
1,9,24,{建筑},{升级} {联盟中心} Lv.24,9,24,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.24
1,9,25,{建筑},{升级} {联盟中心} Lv.25,9,25,1_40+3_4+1105_8+11_4000,0,Building,Upgrade Union Center Lv.25
1,10,1,{建筑},{建造} {学院},10,1,1_10+3_1+1105_2+11_1000,0,Building,Build Academy
1,10,2,{建筑},{升级} {学院} Lv.2,10,2,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Academy Lv.2
1,10,3,{建筑},{升级} {学院} Lv.3,10,3,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Academy Lv.3
1,10,4,{建筑},{升级} {学院} Lv.4,10,4,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Academy Lv.4
1,10,5,{建筑},{升级} {学院} Lv.5,10,5,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Academy Lv.5
1,10,6,{建筑},{升级} {学院} Lv.6,10,6,1_10+3_1+1105_2+11_1000,0,Building,Upgrade Academy Lv.6
